Index,Release Note,Release Note With Abstraction
1,"Core Changes

Refactor pages structure: #49802
Fix conflict when re-exporting multiple Client References: #49468
refactor(next-core): move transforms to plugin: #49621
Fix chained .bind of Server Actions: #49874
Fix port value for metadataBase: #49924
Introduce NextMode: #49852
Port sorted-routes.ts to Rust: #48334
Move build workers count change behind flag: #49937

Example Changes

Upgrading react-ga to react-ga4: #48932

Misc Changes

chore(turbopack): Update swc_core to v0.76.6: #49792

Credits
Huge thanks to @kdy1, @alexkirsz, @shuding, @kwonoj, @DevEsteves, @huozhi, and @ijjk for helping!","Core Changes
Refactor pages structure: #49802
Fix conflict when re-exporting multiple Client References: #49468
refactor(next-core): move transforms to plugin: #49621
Fix chained .bind of Server Actions: #49874
Fix port value for metadataBase: #49924
Introduce NextMode: #49852
Port sorted-routes.ts to Rust: #48334
Move build workers count change behind flag: #49937
Example Changes
Upgrading react-ga to react-ga4: #48932
Misc Changes
chore(turbopack): Update swc_core to v0.76.6: #49792
Credits
Huge thanks to @kdy1, @alexkirsz, @shuding, @kwonoj, @DevEsteves, @huozhi, and @ijjk for helping!"
2,"Core Changes

refactor(next-core): deprecate custom_ecmascript_transforms: #49629
Remove old-space-size filtering from dev server: #49727
Rework client router filter handling: #49741
fix(image): preload should respect referrerPolicy: #49584
Fix cookies().set missing in types: #49806
fix: Disable tracing/release_max_level_off for wasm, too: #49639
Apply user-defined PostCSS transforms to foreign code: #49463
add @swc/core to server external packages: #49721
turbo-binding -> turbopack-binding: #49816
refactor(next-core): consolidate react_refresh options: #49822
add support for globally providing mdx components to turbopack: #49818

Example Changes

chore: update examples to use draft mode: #49720
Add mdx page example to examples/app-dir-mdx: #47082
Update with-supertokens example: #49804
with-clerk example updated to app router: #49717

Misc Changes

refactor(scripts): apply fmt: #49716
refactor(scripts): fix clippy errors: #49719

Credits
Huge thanks to @kwonoj, @styfle, @ijjk, @alexanderbluhm, @Fonger, @shuding, @kdy1, @alexkirsz, @souporserious, @ForsakenHarmony, @rishabhpoddar, and @devagrawal09 for helping!","Core Changes
refactor(next-core): deprecate custom_ecmascript_transforms: #49629
Remove old-space-size filtering from dev server: #49727
Rework client router filter handling: #49741
fix(image): preload should respect referrerPolicy: #49584
Fix cookies().set missing in types: #49806
fix: Disable tracing/release_max_level_off for wasm, too: #49639
Apply user-defined PostCSS transforms to foreign code: #49463
add @swc/core to server external packages: #49721
turbo-binding -> turbopack-binding: #49816
refactor(next-core): consolidate react_refresh options: #49822
add support for globally providing mdx components to turbopack: #49818
Example Changes
chore: update examples to use draft mode: #49720
Add mdx page example to examples/app-dir-mdx: #47082
Update with-supertokens example: #49804
with-clerk example updated to app router: #49717
Misc Changes
refactor(scripts): apply fmt: #49716
refactor(scripts): fix clippy errors: #49719
Credits
Huge thanks to @kwonoj, @styfle, @ijjk, @alexanderbluhm, @Fonger, @shuding, @kdy1, @alexkirsz, @souporserious, @ForsakenHarmony, @rishabhpoddar, and @devagrawal09 for helping!"
3,"Core Changes

Optimize trace span relationships: #49697

Misc Changes

Add trace-to-jaeger to workspace: #49692

Credits
Huge thanks to @timneutkens for helping!","Core Changes
Optimize trace span relationships: #49697
Misc Changes
Add trace-to-jaeger to workspace: #49692
Credits
Huge thanks to @timneutkens for helping!"
4,"Core Changes

make sure server component externals only apply to files resolvable by node: #49147
Fix link not being GC'd sometimes: #49318
Fix issue where nextP is not replaced in searchParams: #49315
Add typescript version to next-info: #49346
Upgrade React to 18.3.0-canary-16d053d59-20230506: #49402
Remove empty config warning: #49435
app-router: add startTransition call to revalidate dispatcher: #49453
Inline static data buffer instead of using fs read: #49323
Revert ""Temporarily disable app dir export integration test"": #49311
Add link to Server Actions docs.: #49384
Replace metadata clone with custom handler in dev: #49343
Add request-async-storage to the shared layer: #49470
Fix revalidate: false detection in app: #49473
Fix metadata image route encoding: #49482
Fix actions redirect handling: #49483
Restrict useOptimistic and useFormStatus APIs on the server layer: #49331
Fix external rewrite with body: #49487
fix: better error message with an invalid assetPrefix: #49403
Fix Node Crypto polyfill: #49288
Fix: Router.query contains _next when using middleware with dynamic routes: #48753
type: update React.CSSProperties type to Record: #49186
Fix server CSS imports and HMR not working properly in specific conditions: #49462
Fix HMR support for server layer imported SASS and SCSS: #49534
Support .bind syntax with Action functions: #49422
ci(test): enable turbopack test: #49466
feat(next-core): relay transform plugin: #48899
Fix canonical url for dynamic routes: #49512
Add experimental compile/generate handling: #49491
chore: cross-platform rm -rf script: #49529
refactor(next-core): remove ast cloning in custom transform: #49560
fix: a11y issues in react-dev-overlay: #49460
Add tests for HMR: #49206
Add stub Route type for typedRoutes: #48099
Add test for appdir referenced images: #49242
feat: Allow trace-level logging for non-published release builds: #49564
Fix unexpected object mutation while resolving Open Graph: #49514
actions: forward fetch rejections to the action handler: #49577
actions: make cookies.set revalidate: #49582
interception route: fix route groups breaking the referrer computation: #49602
Allow export decl with any init value in the actions compiler: #49600
Handle unstable_cache in pages: #49624
Update cache method handling during build: #49633
Fix fetchCache and no-store handling: #49638
interception routes: fix rewrites order: #49615
Ensure initialHeaders are normalized: #49643
app-router: add support for parallel routes in useParams: #49595
Add puppeteer to external packages list: #49597
Add playwright to external package list: #49649
actions: fill prefetchCache with revalidation payload: #49576
Rename Turbopack/tasks crates to common prefixes: #49446
chore(jest): Simplify isServer expression: #48330
Add missing config vars into Webpack cache key: #49663
misc: Apply PR comments from #49206: #49647
fix: Standalone node http server starts accepting requests before next handler is ready: #49548
Update links from beta to stable docs.: #49349

Documentation Changes

Fix error message about preconnect 📝: #40360
[docs] Add iOS hydration mismatch details to error page: #43584
Add note about custom distDir to standalone build docs: #48592
Add --use-yarn flag to create-next-app: #49407

Misc Changes

Add test case for client sourcemaps: #49308
Update start release workflow inputs: #49492
Fix failing actions e2e deploy test: #49497
Replace var with const: #49379
test: pages react version with react hook in deployment: #48907
Add test case for #49235: #49488
chore: fix flaky middleware matcher test: #49555
Avoid skipping the required Test Codemods job: #49589
Update flakey app-actions deploy tests: #49667

Credits
Huge thanks to @shuding, @ijjk, @ForsakenHarmony, @timneutkens, @huozhi, @sanjaiyan-dev, @acdlite, @feedthejim, @styfle, @leerob, @koba04, @g12i, @cesarkohl, @darshkpatel, @josh, @li-jia-nan, @kwonoj, @gabschne, @alexkirsz, @karlhorky, @jridgewell, @sokra, @kdy1, @akd-io, @runjuu, @jocarrd, @nnnnoel, and @ferdingler for helping!","Core Changes
make sure server component externals only apply to files resolvable by node: #49147
Fix link not being GC'd sometimes: #49318
Fix issue where nextP is not replaced in searchParams: #49315
Add typescript version to next-info: #49346
Upgrade React to 18.3.0-canary-16d053d59-20230506: #49402
Remove empty config warning: #49435
app-router: add startTransition call to revalidate dispatcher: #49453
Inline static data buffer instead of using fs read: #49323
Revert ""Temporarily disable app dir export integration test"": #49311
Add link to Server Actions docs.: #49384
Replace metadata clone with custom handler in dev: #49343
Add request-async-storage to the shared layer: #49470
Fix revalidate: false detection in app: #49473
Fix metadata image route encoding: #49482
Fix actions redirect handling: #49483
Restrict useOptimistic and useFormStatus APIs on the server layer: #49331
Fix external rewrite with body: #49487
fix: better error message with an invalid assetPrefix: #49403
Fix Node Crypto polyfill: #49288
Fix: Router.query contains _next when using middleware with dynamic routes: #48753
type: update React.CSSProperties type to Record: #49186
Fix server CSS imports and HMR not working properly in specific conditions: #49462
Fix HMR support for server layer imported SASS and SCSS: #49534
Support .bind syntax with Action functions: #49422
ci(test): enable turbopack test: #49466
feat(next-core): relay transform plugin: #48899
Fix canonical url for dynamic routes: #49512
Add experimental compile/generate handling: #49491
chore: cross-platform rm -rf script: #49529
refactor(next-core): remove ast cloning in custom transform: #49560
fix: a11y issues in react-dev-overlay: #49460
Add tests for HMR: #49206
Add stub Route type for typedRoutes: #48099
Add test for appdir referenced images: #49242
feat: Allow trace-level logging for non-published release builds: #49564
Fix unexpected object mutation while resolving Open Graph: #49514
actions: forward fetch rejections to the action handler: #49577
actions: make cookies.set revalidate: #49582
interception route: fix route groups breaking the referrer computation: #49602
Allow export decl with any init value in the actions compiler: #49600
Handle unstable_cache in pages: #49624
Update cache method handling during build: #49633
Fix fetchCache and no-store handling: #49638
interception routes: fix rewrites order: #49615
Ensure initialHeaders are normalized: #49643
app-router: add support for parallel routes in useParams: #49595
Add puppeteer to external packages list: #49597
Add playwright to external package list: #49649
actions: fill prefetchCache with revalidation payload: #49576
Rename Turbopack/tasks crates to common prefixes: #49446
chore(jest): Simplify isServer expression: #48330
Add missing config vars into Webpack cache key: #49663
misc: Apply PR comments from #49206: #49647
fix: Standalone node http server starts accepting requests before next handler is ready: #49548
Update links from beta to stable docs.: #49349
Documentation Changes
Fix error message about preconnect 📝: #40360
[docs] Add iOS hydration mismatch details to error page: #43584
Add note about custom distDir to standalone build docs: #48592
Add --use-yarn flag to create-next-app: #49407
Misc Changes
Add test case for client sourcemaps: #49308
Update start release workflow inputs: #49492
Fix failing actions e2e deploy test: #49497
Replace var with const: #49379
test: pages react version with react hook in deployment: #48907
Add test case for #49235: #49488
chore: fix flaky middleware matcher test: #49555
Avoid skipping the required Test Codemods job: #49589
Update flakey app-actions deploy tests: #49667
Credits
Huge thanks to @shuding, @ijjk, @ForsakenHarmony, @timneutkens, @huozhi, @sanjaiyan-dev, @acdlite, @feedthejim, @styfle, @leerob, @koba04, @g12i, @cesarkohl, @darshkpatel, @josh, @li-jia-nan, @kwonoj, @gabschne, @alexkirsz, @karlhorky, @jridgewell, @sokra, @kdy1, @akd-io, @runjuu, @jocarrd, @nnnnoel, and @ferdingler for helping!"
5,"Core Changes

app-router: add support for parallel routes in useParams: #49595
Add puppeteer to external packages list: #49597
Add playwright to external package list: #49649
actions: fill prefetchCache with revalidation payload: #49576
Rename Turbopack/tasks crates to common prefixes: #49446
chore(jest): Simplify isServer expression: #48330
Add missing config vars into Webpack cache key: #49663
misc: Apply PR comments from #49206: #49647
fix: Standalone node http server starts accepting requests before next handler is ready: #49548
Update links from beta to stable docs.: #49349

Misc Changes

Update flakey app-actions deploy tests: #49667

Credits
Huge thanks to @feedthejim, @timneutkens, @jocarrd, @alexkirsz, @nnnnoel, @shuding, @ijjk, @ferdingler, and @leerob for helping!","Core Changes
app-router: add support for parallel routes in useParams: #49595
Add puppeteer to external packages list: #49597
Add playwright to external package list: #49649
actions: fill prefetchCache with revalidation payload: #49576
Rename Turbopack/tasks crates to common prefixes: #49446
chore(jest): Simplify isServer expression: #48330
Add missing config vars into Webpack cache key: #49663
misc: Apply PR comments from #49206: #49647
fix: Standalone node http server starts accepting requests before next handler is ready: #49548
Update links from beta to stable docs.: #49349
Misc Changes
Update flakey app-actions deploy tests: #49667
Credits
Huge thanks to @feedthejim, @timneutkens, @jocarrd, @alexkirsz, @nnnnoel, @shuding, @ijjk, @ferdingler, and @leerob for helping!"
6,"Core Changes

chore: cross-platform rm -rf script: #49529
refactor(next-core): remove ast cloning in custom transform: #49560
fix: a11y issues in react-dev-overlay: #49460
Add tests for HMR: #49206
Add stub Route type for typedRoutes: #48099
Add test for appdir referenced images: #49242
feat: Allow trace-level logging for non-published release builds: #49564
Fix unexpected object mutation while resolving Open Graph: #49514
actions: forward fetch rejections to the action handler: #49577
actions: make cookies.set revalidate: #49582
interception route: fix route groups breaking the referrer computation: #49602
Allow export decl with any init value in the actions compiler: #49600
Handle unstable_cache in pages: #49624
Update cache method handling during build: #49633
Fix fetchCache and no-store handling: #49638
interception routes: fix rewrites order: #49615
Ensure initialHeaders are normalized: #49643

Documentation Changes

Add note about custom distDir to standalone build docs: #48592
Add --use-yarn flag to create-next-app: #49407

Misc Changes

Avoid skipping the required Test Codemods job: #49589

Credits
Huge thanks to @styfle, @kwonoj, @koba04, @gabschne, @alexkirsz, @karlhorky, @jridgewell, @sokra, @kdy1, @akd-io, @runjuu, @feedthejim, @shuding, and @ijjk for helping!","Core Changes
chore: cross-platform rm -rf script: #49529
refactor(next-core): remove ast cloning in custom transform: #49560
fix: a11y issues in react-dev-overlay: #49460
Add tests for HMR: #49206
Add stub Route type for typedRoutes: #48099
Add test for appdir referenced images: #49242
feat: Allow trace-level logging for non-published release builds: #49564
Fix unexpected object mutation while resolving Open Graph: #49514
actions: forward fetch rejections to the action handler: #49577
actions: make cookies.set revalidate: #49582
interception route: fix route groups breaking the referrer computation: #49602
Allow export decl with any init value in the actions compiler: #49600
Handle unstable_cache in pages: #49624
Update cache method handling during build: #49633
Fix fetchCache and no-store handling: #49638
interception routes: fix rewrites order: #49615
Ensure initialHeaders are normalized: #49643
Documentation Changes
Add note about custom distDir to standalone build docs: #48592
Add --use-yarn flag to create-next-app: #49407
Misc Changes
Avoid skipping the required Test Codemods job: #49589
Credits
Huge thanks to @styfle, @kwonoj, @koba04, @gabschne, @alexkirsz, @karlhorky, @jridgewell, @sokra, @kdy1, @akd-io, @runjuu, @feedthejim, @shuding, and @ijjk for helping!"
7,"Core Changes

Fix Node Crypto polyfill: #49288
Fix: Router.query contains _next when using middleware with dynamic routes: #48753
type: update React.CSSProperties type to Record: #49186
Fix server CSS imports and HMR not working properly in specific conditions: #49462
Fix HMR support for server layer imported SASS and SCSS: #49534
Support .bind syntax with Action functions: #49422
ci(test): enable turbopack test: #49466
feat(next-core): relay transform plugin: #48899
Fix canonical url for dynamic routes: #49512
Add experimental compile/generate handling: #49491

Documentation Changes

[docs] Add iOS hydration mismatch details to error page: #43584

Misc Changes

Fix failing actions e2e deploy test: #49497
Replace var with const: #49379
test: pages react version with react hook in deployment: #48907
Add test case for #49235: #49488
chore: fix flaky middleware matcher test: #49555

Credits
Huge thanks to @ijjk, @g12i, @cesarkohl, @huozhi, @shuding, @darshkpatel, @josh-, @li-jia-nan, @kwonoj, and @styfle for helping!","Core Changes
Fix Node Crypto polyfill: #49288
Fix: Router.query contains _next when using middleware with dynamic routes: #48753
type: update React.CSSProperties type to Record: #49186
Fix server CSS imports and HMR not working properly in specific conditions: #49462
Fix HMR support for server layer imported SASS and SCSS: #49534
Support .bind syntax with Action functions: #49422
ci(test): enable turbopack test: #49466
feat(next-core): relay transform plugin: #48899
Fix canonical url for dynamic routes: #49512
Add experimental compile/generate handling: #49491
Documentation Changes
[docs] Add iOS hydration mismatch details to error page: #43584
Misc Changes
Fix failing actions e2e deploy test: #49497
Replace var with const: #49379
test: pages react version with react hook in deployment: #48907
Add test case for #49235: #49488
chore: fix flaky middleware matcher test: #49555
Credits
Huge thanks to @ijjk, @g12i, @cesarkohl, @huozhi, @shuding, @darshkpatel, @josh-, @li-jia-nan, @kwonoj, and @styfle for helping!"
8,"Core Changes

Fix revalidate: false detection in app: #49473
Fix metadata image route encoding: #49482
Fix actions redirect handling: #49483
Restrict useOptimistic and useFormStatus APIs on the server layer: #49331
Fix external rewrite with body: #49487
fix: better error message with an invalid assetPrefix: #49403

Misc Changes

Update start release workflow inputs: #49492

Credits
Huge thanks to @ijjk, @huozhi, @shuding, and @koba04 for helping!","Core Changes
Fix revalidate: false detection in app: #49473
Fix metadata image route encoding: #49482
Fix actions redirect handling: #49483
Restrict useOptimistic and useFormStatus APIs on the server layer: #49331
Fix external rewrite with body: #49487
fix: better error message with an invalid assetPrefix: #49403
Misc Changes
Update start release workflow inputs: #49492
Credits
Huge thanks to @ijjk, @huozhi, @shuding, and @koba04 for helping!"
9,"Core Changes

Revert ""Temporarily disable app dir export integration test"": #49311
Add link to Server Actions docs.: #49384
Replace metadata clone with custom handler in dev: #49343
Add request-async-storage to the shared layer: #49470

Credits
Huge thanks to @styfle, @leerob, @huozhi, and @shuding for helping!","Core Changes
Revert ""Temporarily disable app dir export integration test"": #49311
Add link to Server Actions docs.: #49384
Replace metadata clone with custom handler in dev: #49343
Add request-async-storage to the shared layer: #49470
Credits
Huge thanks to @styfle, @leerob, @huozhi, and @shuding for helping!"
10,"Core Changes

app-router: add startTransition call to revalidate dispatcher: #49453
Inline static data buffer instead of using fs read: #49323

Credits
Huge thanks to @feedthejim and @huozhi for helping!","Core Changes
app-router: add startTransition call to revalidate dispatcher: #49453
Inline static data buffer instead of using fs read: #49323
Credits
Huge thanks to @feedthejim and @huozhi for helping!"
